1594818000,0.19,0.19,0.18,0.18,149.85089583,3
1594821600,0.19,0.209,0.18,0.185,37359.55942076,21
1594825200,0.18,0.185,0.18,0.185,8044.99999999,15
1594828800,0.18594,0.2099,0.18,0.18,68886.41435682,31
1594832400,0.18001,0.19776,0.18,0.19776,69008.78422942,50
1594836000,0.19699,0.19777,0.18014,0.183,4599.745296,19
1594839600,0.18299,0.18299,0.18,0.18,23670.91252377,16
1594843200,0.19809,0.19809,0.182,0.1845,5172.15064685,14
1594846800,0.18,0.19594,0.18,0.19,17749.1568529,11
1594850400,0.17774,0.188,0.17774,0.18299,4121.17714141,11
1594854000,0.18299,0.18299,0.17784,0.17784,262.46731383,5
1594857600,0.18,0.182,0.17999,0.182,3673.61113,3
1594861200,0.182,0.18498,0.17811,0.17811,1354.53267331,9
1594864800,0.17785,0.19809,0.136,0.136,85312.22540466,42
1594868400,0.19799,0.19799,0.17999,0.189,6630.10019479,5
1594872000,0.17594,0.19809,0.16001,0.1899,23739.41183538,23
1594875600,0.1899,0.1899,0.18189,0.18189,600.10011359,2
1594879200,0.176,0.176,0.176,0.176,1237.61590909,4
1594882800,0.175,0.17989,0.17,0.17989,4304.75407423,8
1594897200,0.16081,0.169,0.12,0.167,130809.48341932,34
1594900800,0.16599,0.16599,0.16082,0.16499,6338.04693428,16
1594904400,0.15995,0.16989,0.15696,0.16989,22834.92079022,30
1594915200,0.16739,0.17399,0.161,0.16101,15234.52666952,37
1594918800,0.17221,0.17221,0.17221,0.17221,1E+2,1
1594922400,0.16102,0.169,0.16001,0.169,3423.16894336,9
1594926000,0.1679,0.1679,0.1679,0.1679,395.77665277,2
1594929600,0.1679,0.168,0.167,0.168,5221.94444909,5
1594933200,0.16999,0.16999,0.16999,0.16999,8E+2,1
1594940400,0.16999,0.16999,0.16999,0.16999,236.97135125,2
1594944000,0.16999,0.17,0.16057,0.17,1399.99999999,9
1594947600,0.17,0.17,0.17,0.17,466.12294339,4
1594951200,0.17,0.1735,0.167,0.167,7242.12472478,12
1594962000,0.1735,0.1735,0.1735,0.1735,607.24332306,3
1594965600,0.1735,0.17899,0.1735,0.17899,1825.93925863,12
1594969200,0.17554,0.17554,0.17554,0.17554,86,1
1594972800,0.1744,0.175,0.1744,0.175,98445.60725186,25
1594976400,0.17333,0.17333,0.17333,0.17333,56.44839324,1
1594980000,0.17333,0.17769,0.17333,0.17333,4513.31826784,12
1594987200,0.17221,0.17222,0.17221,0.17222,1411.68453923,5
1594990800,0.17222,0.17444,0.17222,0.17444,2554,6
1594994400,0.17442,0.17999,0.17222,0.179,11765.63630858,23
1594998000,0.17888,0.17888,0.16694,0.17221,2539.81482826,6
1595001600,0.17221,0.17222,0.171,0.171,1723.43572463,3
1595005200,0.16909,0.17221,0.16909,0.17221,3477.25340361,6
1595008800,0.16945,0.16945,0.16945,0.16945,249.99999999,4
1595012400,0.173,0.173,0.16912,0.16912,20753.61965317,6
1595016000,0.16926,0.16926,0.163,0.16441,10405.51591705,12
1595019600,0.16392,0.16392,0.16392,0.16392,144.551306,1
1595023200,0.17298,0.17298,0.16324,0.16361,5849.20140399,7
